File,Pests,Severity_Index,Spray_Intensity_PWM,Action
14.jpg,0,0.00,0.0%,OFF
16.jpg,0,0.00,0.0%,OFF
i6.png,0,0.00,0.0%,OFF
i7.png,0,0.00,0.0%,OFF
i8.png,0,0.00,0.0%,OFF
l1.jpg,16,0.26,34.6%,ON (34.6%)
l10.jpg,538,0.68,71.8%,ON (71.8%)
l11.jpg,199,0.67,71.0%,ON (71.0%)
l14.jpg,185,0.66,70.2%,ON (70.2%)
l2.jpg,148,0.82,83.6%,ON (83.6%)
l4.jpg,23,0.51,56.1%,ON (56.1%)
l5.jpg,55,0.72,74.7%,ON (74.7%)
l7.jpg,117,0.62,66.3%,ON (66.3%)
l8.jpg,23,0.51,56.1%,ON (56.1%)
l9.jpg,70,0.63,67.4%,ON (67.4%)
