File,Pests,Severity_Index,Spray_Intensity_PWM,Action
14.jpg,0,0.00,0.0%,OFF
16.jpg,0,0.00,0.0%,OFF
i6.png,0,0.00,0.0%,OFF
i7.png,0,0.00,0.0%,OFF
i8.png,0,0.00,0.0%,OFF
l1.jpg,19,0.27,35.5%,ON (35.5%)
l10.jpg,66,0.60,64.6%,ON (64.6%)
l11.jpg,123,0.60,64.8%,ON (64.8%)
l14.jpg,222,0.62,66.4%,ON (66.4%)
l2.jpg,837,0.64,67.9%,ON (67.9%)
l4.jpg,37,0.60,64.6%,ON (64.6%)
l5.jpg,113,0.63,67.4%,ON (67.4%)
l7.jpg,82,0.61,65.0%,ON (65.0%)
l8.jpg,37,0.60,64.6%,ON (64.6%)
l9.jpg,252,0.61,65.5%,ON (65.5%)
